val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,label
95,97,94,95,96,96,96,96,96,95,95,98,94,98,95,97,96,97,96,97,98,96,97,96,97,97,98,97,97,98,okay
96,97,97,96,96,96,97,94,93,93,94,93,90,93,89,90,90,93,90,90,91,93,97,97,97,97,97,96,98,96,warning
97,96,95,94,97,95,96,95,95,95,98,96,97,96,97,96,97,97,96,96,96,97,95,97,94,95,96,97,96,97,okay
99,94,93,95,96,97,95,93,89,92,90,92,94,97,97,96,96,98,97,95,96,96,97,97,97,97,96,96,96,98,warning
98,95,98,96,98,98,97,97,97,97,97,98,98,96,96,97,97,98,95,97,96,98,96,97,97,97,97,96,98,96,okay
97,96,97,99,98,98,97,98,97,96,98,96,98,98,98,98,97,97,97,96,97,97,97,96,97,99,98,97,97,97,okay
94,96,95,95,95,94,96,94,94,96,96,95,94,96,94,95,96,95,96,95,95,96,95,96,95,95,95,97,94,94,okay
96,95,98,94,96,96,96,96,97,96,96,98,97,96,95,95,94,92,95,91,92,90,93,89,94,97,98,96,97,95,warning
95,96,97,94,96,97,97,96,97,97,97,95,96,97,95,94,96,95,94,98,96,97,94,95,96,96,96,96,97,96,okay
98,97,96,98,98,97,97,95,98,98,98,97,96,96,97,97,96,97,95,97,97,99,97,97,98,99,96,96,96,97,okay
96,97,96,95,95,96,96,97,96,97,97,96,96,95,98,97,97,96,95,95,95,96,98,97,95,97,98,95,95,95,okay
99,98,96,97,98,98,95,97,98,98,97,97,97,97,96,96,98,97,97,97,96,96,96,98,97,98,97,97,96,96,okay
97,96,98,96,96,96,98,96,97,97,97,97,98,96,96,99,96,97,97,97,97,96,96,97,98,98,97,97,97,98,okay
95,97,98,98,95,96,92,90,86,86,84,82,88,97,97,97,98,96,97,97,97,95,97,97,97,98,98,98,98,98,bad
99,95,96,97,96,98,97,96,98,98,97,97,99,95,97,95,93,94,91,94,97,95,92,94,89,93,95,97,97,98,warning
95,98,96,96,97,96,95,98,96,96,94,95,95,92,92,95,94,95,92,94,95,97,95,95,97,96,94,96,96,96,warning
96,95,98,95,97,96,97,96,95,97,97,96,93,98,97,96,97,95,97,96,96,95,97,97,97,95,97,96,95,96,okay
96,97,96,96,97,96,95,96,97,96,98,97,95,94,97,98,94,96,96,96,97,97,96,95,98,94,96,95,95,95,okay
96,98,96,97,96,96,96,98,96,98,96,98,96,97,95,96,99,97,97,96,96,93,94,94,92,95,92,92,94,90,warning
95,96,95,96,95,95,95,96,96,95,94,98,97,96,94,94,92,94,92,93,89,89,89,87,90,84,84,82,86,84,bad
97,97,97,95,97,95,96,96,94,93,95,95,94,93,95,94,93,96,98,98,99,99,98,96,99,98,96,97,98,98,warning
100,97,99,96,98,97,99,96,95,93,96,97,94,94,92,93,91,91,92,89,93,97,97,97,100,99,96,99,97,99,warning
97,97,97,97,96,98,100,97,97,97,99,98,98,99,98,100,97,97,98,97,99,98,100,98,97,97,99,99,96,98,okay
98,98,99,99,96,98,98,97,94,93,91,91,95,88,88,87,87,86,92,99,97,100,97,98,97,96,97,96,98,98,bad
97,99,97,95,97,95,96,95,96,96,95,95,95,96,94,94,94,95,93,94,93,93,91,90,94,98,95,98,96,97,warning
95,95,94,95,94,95,94,95,94,94,96,94,97,94,93,94,95,96,94,94,95,96,94,94,95,94,95,95,94,94,warning
99,99,98,100,98,99,100,99,99,97,98,98,98,99,98,97,99,99,97,97,99,99,98,97,100,97,98,96,98,98,okay
97,98,97,95,98,97,98,98,96,97,96,97,96,97,97,93,96,95,97,97,99,97,96,98,96,98,97,97,98,96,okay
97,96,96,97,97,97,98,96,97,97,98,98,95,96,95,95,90,89,90,91,88,95,100,99,98,99,97,97,98,97,bad
97,95,97,97,99,97,98,97,96,98,97,97,97,96,96,97,96,98,97,97,97,98,97,96,96,97,97,97,97,98,okay
98,97,98,96,97,97,98,98,96,99,97,97,96,97,98,97,98,97,98,97,98,100,97,98,99,99,98,94,98,99,okay
96,97,97,99,97,96,96,96,96,97,95,97,97,96,98,98,96,97,97,98,97,99,97,97,94,97,96,97,99,96,okay
99,98,98,100,98,96,98,97,98,98,98,99,99,95,99,96,97,94,94,93,90,93,91,88,89,92,86,90,97,98,bad
97,97,96,98,97,97,97,97,97,97,97,98,96,95,97,98,98,97,98,96,98,96,96,98,98,97,98,95,98,98,okay
97,95,96,100,96,97,97,99,99,97,97,96,97,96,97,97,98,97,97,98,97,96,97,95,97,97,97,97,99,99,okay
97,96,96,95,95,96,95,92,96,96,97,95,94,93,95,95,94,96,95,95,95,91,95,97,95,96,95,96,97,95,warning
99,97,97,98,98,97,98,97,97,97,98,98,96,98,96,98,97,98,96,96,96,99,96,96,96,97,96,96,96,96,okay
99,98,98,99,100,98,98,99,96,100,98,97,98,99,98,98,97,97,96,100,98,98,99,98,96,100,98,100,96,98,okay
99,98,97,97,96,99,97,97,98,98,98,98,97,97,96,95,96,95,95,96,94,96,96,94,96,98,99,97,98,97,warning
96,97,98,96,97,99,97,100,96,92,95,94,93,95,91,93,90,90,93,93,97,99,98,99,97,98,99,98,97,99,warning
98,99,98,100,98,100,97,100,98,99,100,99,100,98,99,98,98,100,99,100,100,100,97,99,99,98,98,98,99,98,okay
96,95,97,93,94,91,93,93,91,90,90,92,96,96,96,95,94,94,95,94,95,96,95,95,97,97,96,97,98,97,bad
97,97,99,98,98,98,95,98,98,99,98,97,97,98,99,98,98,93,98,98,98,98,98,98,98,97,97,94,98,98,okay
97,97,94,96,97,96,97,98,97,97,97,95,95,93,94,94,95,91,93,92,91,91,93,92,92,91,91,92,96,96,warning
96,98,98,97,95,95,93,97,94,94,92,94,93,94,94,93,95,99,97,97,97,98,97,97,98,98,99,97,98,98,warning
96,98,97,97,96,95,94,95,94,91,93,92,93,96,94,94,94,93,93,92,93,96,91,95,96,97,96,93,97,97,warning
96,97,97,97,97,97,96,97,98,96,99,96,97,98,96,98,96,98,97,97,98,97,97,98,97,97,97,99,97,97,okay
98,98,96,98,96,99,99,98,96,96,96,94,93,93,92,89,90,89,90,89,85,93,96,99,96,97,98,97,98,97,bad
96,96,95,95,94,97,98,97,95,97,95,98,97,94,96,95,97,97,95,97,96,95,97,96,94,95,96,96,95,97,okay
99,98,97,98,95,93,93,93,92,93,88,87,88,88,85,82,86,81,82,90,99,96,95,96,98,99,98,97,96,97,bad
96,95,97,96,96,96,96,95,96,95,96,96,97,96,96,96,96,96,96,97,97,95,97,95,96,97,96,96,97,96,okay
97,94,96,96,92,96,97,92,96,96,97,96,99,98,98,97,98,99,98,98,98,97,98,97,97,97,97,98,97,96,okay
97,98,93,95,95,94,95,94,97,97,93,94,94,94,92,93,93,95,95,94,94,94,95,95,97,97,97,97,97,96,warning
99,98,97,98,99,97,97,95,93,95,93,91,95,92,88,90,92,90,87,91,97,98,99,97,100,98,99,97,98,100,bad
98,98,97,97,98,99,97,96,96,96,94,95,92,95,94,91,92,92,92,91,90,90,90,87,90,93,98,98,100,98,bad
98,96,98,97,97,96,97,96,95,97,98,98,96,98,95,96,94,96,97,99,97,97,96,97,97,97,96,98,98,97,okay
96,97,99,98,98,98,99,98,97,99,98,98,99,97,99,98,99,99,98,100,99,100,97,97,97,96,98,97,98,99,okay
96,96,97,97,98,97,97,91,95,91,92,91,92,91,87,89,94,98,96,96,96,95,96,97,97,96,96,96,96,97,bad
95,99,98,97,95,96,97,98,95,90,95,93,92,89,87,89,90,86,84,88,84,88,96,98,96,96,96,97,95,98,bad
97,98,98,97,98,99,97,97,99,99,97,97,97,98,99,96,97,95,99,96,97,96,96,96,98,97,98,99,97,98,okay
98,99,99,99,99,97,100,100,97,98,97,96,97,98,98,98,97,97,98,98,97,98,98,97,99,98,98,98,100,99,okay
99,97,98,99,99,99,96,98,97,100,98,98,99,99,97,98,97,98,95,98,99,98,100,98,98,99,97,99,99,97,okay
98,98,96,96,96,96,96,96,96,96,97,97,97,97,97,96,97,97,98,97,94,97,95,97,95,96,95,98,97,97,okay
98,94,97,97,96,93,96,97,96,95,95,91,95,94,93,95,97,97,96,97,96,97,98,98,98,99,96,98,96,98,warning
96,99,98,98,93,99,100,99,99,97,98,98,98,98,98,98,98,98,97,99,99,99,99,97,92,97,98,98,99,99,okay
99,98,99,96,100,99,96,98,97,100,97,98,99,97,97,96,98,98,98,98,98,98,100,99,98,97,96,97,99,98,okay
96,97,98,96,96,96,99,97,96,95,99,95,92,90,92,90,90,87,87,90,96,97,100,98,96,96,97,97,96,96,bad
97,96,98,98,97,97,97,95,95,96,94,95,94,93,93,93,93,94,93,95,98,96,95,96,98,97,96,97,97,98,warning
96,99,95,98,97,97,96,96,96,95,97,94,91,93,95,92,91,91,93,90,92,94,98,98,95,96,98,95,97,97,warning
97,96,95,96,98,96,98,98,97,96,96,98,96,99,97,96,97,97,96,96,95,95,92,93,91,92,91,94,97,98,warning
97,97,94,93,91,90,90,88,85,86,84,84,89,96,97,98,96,98,98,98,97,98,96,98,97,98,96,97,96,96,bad
96,97,94,96,96,97,95,95,95,96,96,95,97,97,96,98,96,96,95,97,96,96,95,95,96,95,97,96,94,95,okay
98,97,98,98,98,96,98,95,98,96,99,98,96,96,97,98,96,97,96,96,98,97,97,96,98,96,97,95,97,95,okay
96,94,95,96,95,96,96,96,95,94,94,96,97,99,97,98,98,97,95,98,99,97,97,97,96,98,97,97,98,96,warning
95,97,97,98,96,97,97,94,94,98,95,98,95,96,96,93,92,95,94,94,95,98,97,99,98,97,100,96,97,98,warning
97,97,96,100,100,97,96,99,98,98,99,99,99,98,100,98,98,94,94,93,94,92,91,90,91,89,87,91,88,86,bad
96,96,94,95,96,94,96,94,93,95,90,92,92,92,92,91,90,92,92,96,95,96,96,96,95,97,96,96,94,96,warning
96,96,98,96,98,97,98,98,97,99,97,97,97,98,97,96,98,97,97,96,94,95,94,94,95,96,93,93,97,97,warning
94,95,97,96,97,94,98,96,96,97,97,96,96,97,95,97,95,94,97,95,95,95,97,98,96,96,95,94,98,98,okay
97,99,94,96,95,96,95,97,97,96,97,96,96,93,94,96,91,94,97,95,96,94,97,97,98,98,98,96,98,97,warning
98,95,96,96,95,96,96,96,97,95,97,97,97,96,95,96,96,96,95,97,96,96,95,97,96,96,97,95,97,95,okay
96,97,97,97,99,98,96,98,95,97,97,98,98,95,98,98,98,98,98,95,97,96,100,96,98,98,95,98,98,97,okay
97,98,97,96,97,97,97,98,95,97,96,97,97,99,95,97,96,95,95,95,91,93,89,88,85,85,86,78,89,97,bad
94,95,99,98,97,95,94,97,95,98,96,95,94,97,95,95,95,93,95,93,95,93,95,92,92,94,94,94,98,94,warning
96,96,95,97,95,94,96,94,95,97,97,96,95,96,95,96,97,96,96,96,96,94,96,96,95,95,95,97,97,95,okay
96,96,98,96,96,98,98,97,99,97,94,93,93,93,91,92,93,98,98,100,95,96,97,98,97,96,98,96,98,96,warning
96,96,97,96,95,95,95,97,97,97,97,95,94,94,93,93,91,90,89,89,87,91,97,97,94,98,96,95,96,96,bad
95,94,96,93,96,96,93,94,94,91,91,95,91,93,94,97,95,97,97,98,97,99,98,97,97,97,96,99,97,97,warning
96,97,97,96,97,97,96,96,96,95,96,95,96,96,96,95,96,97,95,95,96,95,95,94,96,95,97,96,96,96,okay
95,96,95,96,95,96,96,96,97,96,96,96,97,97,96,96,97,96,97,97,97,95,95,97,97,98,98,97,97,96,okay
97,97,100,96,98,96,98,98,95,97,98,97,98,97,98,97,98,96,98,97,96,95,97,98,97,96,96,95,95,98,okay
96,95,95,95,96,97,96,98,95,93,92,93,90,90,89,89,88,85,88,86,90,95,96,96,97,95,95,97,96,97,bad
97,98,99,92,97,97,97,96,96,97,98,97,98,97,96,97,96,96,95,97,98,96,97,98,98,98,98,97,97,94,okay
98,97,98,98,97,98,96,97,97,97,99,96,97,97,97,95,93,97,98,92,90,90,95,98,97,97,97,97,97,97,warning
98,98,96,99,95,96,99,98,97,96,97,99,98,96,98,97,98,97,97,97,98,98,96,98,97,96,95,98,98,96,okay
97,96,98,93,94,97,97,94,93,96,93,92,92,93,95,95,96,93,94,99,98,97,97,97,95,98,98,98,99,99,warning
98,97,97,97,96,97,97,98,97,96,96,95,94,94,94,96,92,95,96,97,95,93,92,95,90,91,94,94,97,96,warning
97,97,96,97,96,96,96,97,98,96,95,95,93,91,93,90,91,88,86,86,90,97,97,97,96,96,96,97,96,94,bad
97,97,97,98,96,96,96,95,97,96,97,97,96,92,97,97,97,98,97,95,97,97,98,99,97,98,97,98,97,96,okay
97,98,97,97,96,99,98,96,96,94,92,92,93,95,92,93,94,95,90,88,92,91,92,96,96,96,97,98,96,97,warning
97,98,98,100,97,97,97,96,99,99,98,97,99,97,99,98,98,98,99,96,98,97,97,98,99,98,97,98,97,99,okay
94,94,95,96,96,95,96,96,97,96,95,95,96,96,95,96,95,98,96,96,95,97,96,95,95,94,95,96,97,98,okay
98,97,99,98,98,97,98,99,97,96,99,99,98,95,95,100,100,97,99,99,99,97,98,96,99,97,96,99,97,98,okay
97,99,99,98,97,100,95,98,96,98,94,99,97,98,97,98,97,98,98,98,99,99,98,97,97,97,99,99,96,97,okay
98,98,98,95,94,97,96,95,95,96,95,93,92,93,94,90,91,91,92,94,99,98,98,97,98,99,99,99,98,96,warning
96,95,94,95,93,94,90,88,90,86,88,84,92,97,97,100,97,98,98,97,97,99,98,98,98,98,98,98,96,97,bad
98,99,96,97,97,96,96,92,97,92,97,93,94,94,90,94,96,98,98,98,96,97,97,97,98,97,97,97,98,96,warning
96,96,98,96,97,97,96,96,96,96,97,95,96,95,93,96,95,96,96,95,95,96,95,98,95,96,95,95,95,95,okay
98,98,97,98,92,95,95,93,95,93,92,93,88,89,89,89,91,88,87,88,91,99,98,97,98,98,100,97,98,97,bad
95,95,95,95,94,94,97,96,94,96,95,93,94,96,97,95,95,98,95,97,94,93,94,96,94,96,95,96,94,95,okay
96,95,96,97,95,96,96,94,95,96,95,96,97,97,97,97,95,94,97,95,96,94,96,97,95,95,97,94,96,94,okay
98,98,98,99,96,93,92,96,94,95,94,92,94,98,100,98,97,96,97,96,97,98,98,97,97,95,98,98,98,96,warning
98,100,98,98,95,97,93,97,96,97,94,91,91,91,92,90,95,99,100,97,98,99,99,99,99,99,98,98,98,97,warning
99,100,99,100,99,94,99,99,100,94,100,100,100,100,99,100,100,96,99,99,99,99,99,98,98,99,100,100,100,99,okay
97,96,97,97,96,98,98,98,98,96,97,99,98,98,96,98,98,97,93,96,97,96,97,97,97,98,97,95,97,98,okay
98,97,96,97,99,98,95,98,94,96,96,97,96,97,96,94,97,95,96,95,97,96,97,97,97,97,96,96,96,96,okay
97,97,97,98,98,97,96,96,96,96,96,97,97,96,96,97,97,97,97,96,97,97,96,96,99,96,100,97,99,96,okay
96,95,97,97,97,96,96,96,95,96,96,96,95,95,96,95,94,98,97,95,96,95,97,97,95,96,97,95,97,95,okay
96,98,95,96,96,96,96,98,96,95,95,96,95,97,97,97,96,95,95,92,94,95,90,91,89,87,90,85,86,87,bad
96,96,98,98,97,96,97,97,96,95,94,95,97,94,93,94,93,93,93,93,92,88,92,96,98,96,98,96,96,98,warning
98,96,96,97,96,95,97,96,96,96,96,96,96,96,95,96,96,96,97,96,97,97,96,95,95,96,97,96,95,96,okay
99,100,99,97,100,98,97,99,99,99,98,99,98,99,98,99,97,100,99,98,98,98,99,98,96,98,98,98,98,99,okay
98,97,99,100,96,98,96,99,97,96,98,99,98,97,97,96,96,96,98,97,96,96,97,99,98,99,98,98,98,98,okay
98,99,97,95,93,93,91,89,85,89,88,87,91,98,98,98,98,98,99,99,98,100,98,97,99,98,96,98,99,97,bad
98,95,97,95,96,97,96,96,97,97,100,96,95,93,97,96,97,99,96,98,96,99,97,99,97,97,96,96,98,97,okay
98,97,96,99,97,97,98,97,97,95,96,95,96,96,95,94,94,92,94,92,93,94,92,90,94,97,97,98,97,99,warning
95,95,98,97,95,96,95,97,98,96,96,95,94,96,94,93,95,93,89,90,90,89,88,87,89,86,86,88,84,81,bad
98,96,96,98,97,97,99,98,97,96,98,97,96,96,97,98,99,98,97,98,100,97,96,96,98,95,99,97,98,99,okay
96,96,97,99,97,96,97,96,97,97,96,97,97,97,98,95,97,96,97,97,97,97,98,97,97,97,98,98,98,94,okay
98,98,100,96,98,98,96,98,93,95,95,96,94,96,94,91,92,93,97,97,98,98,97,98,98,99,98,98,98,98,warning
99,100,98,100,98,99,97,97,96,93,98,96,97,95,95,94,93,92,96,96,94,94,91,94,91,95,98,98,98,98,warning
97,96,97,98,95,96,99,98,96,97,98,96,95,94,92,92,91,93,91,89,88,89,87,86,91,98,98,96,99,97,bad
97,96,97,98,96,97,96,97,97,97,98,96,97,98,96,97,97,97,96,96,98,97,97,97,98,97,95,97,98,97,okay
95,95,95,95,96,96,96,98,95,95,96,94,93,93,94,92,91,92,91,89,87,88,88,86,90,95,95,94,96,96,bad
98,98,97,96,96,99,97,98,96,99,97,98,98,98,96,99,97,95,98,97,97,97,97,96,96,96,97,98,97,98,okay
98,98,97,98,98,96,99,98,99,100,96,98,95,95,95,93,93,90,92,92,92,89,93,98,97,97,97,97,97,98,warning
96,97,96,97,98,97,97,97,97,98,98,98,97,100,99,100,99,98,97,96,96,97,95,98,93,94,95,92,93,92,warning
97,96,96,97,98,98,96,95,93,95,98,94,95,92,94,92,96,92,91,92,91,92,98,98,97,98,97,96,96,96,warning
95,95,96,96,96,95,96,97,95,98,95,97,94,96,93,92,91,93,92,93,94,96,97,97,98,97,96,97,96,96,warning
100,98,100,100,99,99,99,100,100,99,98,99,99,99,100,99,98,99,100,100,99,100,98,99,99,97,99,100,99,99,okay
100,97,98,98,98,95,97,99,98,97,98,97,98,98,98,99,99,98,96,97,98,99,97,97,98,98,98,96,98,100,okay
96,96,96,97,98,96,94,97,96,96,94,96,94,95,90,91,91,92,91,89,87,88,92,96,96,95,96,96,96,98,bad
96,96,96,96,97,96,97,95,94,96,96,96,96,95,98,95,95,93,96,98,92,94,94,92,92,92,93,91,90,95,warning
96,96,95,97,96,98,98,96,97,97,98,98,97,97,97,97,98,96,96,96,96,96,97,96,97,97,98,96,97,96,okay
96,95,95,95,98,97,96,97,97,96,95,96,96,92,95,95,89,92,92,94,90,88,90,89,87,87,87,85,92,97,bad
100,98,99,99,96,95,95,97,94,94,91,94,94,93,93,93,94,92,91,90,90,91,89,90,93,99,99,98,98,99,warning
91,97,97,98,99,97,97,97,97,99,97,96,97,97,94,98,98,99,98,98,96,96,96,98,97,98,96,94,96,98,okay
99,100,98,100,98,99,100,100,98,98,99,99,98,100,99,99,99,98,100,98,99,100,100,99,99,99,98,98,96,98,okay
97,98,96,95,95,93,91,92,92,91,91,91,88,89,86,88,88,90,85,83,87,83,84,90,99,97,97,95,96,96,bad
97,98,96,96,94,96,93,93,94,92,92,91,92,93,91,94,97,97,97,99,96,98,98,97,97,95,98,97,98,97,warning
96,98,98,98,98,99,98,97,97,96,96,95,94,97,93,94,93,92,92,96,93,92,92,93,93,94,97,97,97,98,warning
97,97,96,98,97,97,97,98,96,99,96,95,97,99,95,99,97,97,98,96,98,97,96,97,97,95,96,98,98,99,okay
98,97,97,97,97,97,98,97,94,97,97,98,98,99,98,97,98,97,95,97,97,98,99,98,98,97,97,100,99,98,okay
98,97,97,96,99,99,97,97,96,94,92,95,92,93,89,88,84,85,92,97,95,96,98,98,97,98,97,95,97,97,bad
97,100,98,98,97,97,98,96,98,96,98,97,97,95,97,98,95,94,92,97,90,94,90,92,89,92,89,87,87,86,bad
97,97,97,98,98,97,97,94,98,97,97,97,96,98,97,97,97,98,97,97,97,97,97,96,98,98,98,97,96,98,okay
97,98,96,95,96,96,98,99,98,96,98,98,99,97,98,95,98,97,97,96,99,96,95,95,97,94,97,98,98,97,okay
99,97,96,99,97,95,98,97,98,96,97,95,97,99,93,94,95,94,95,92,95,90,92,91,90,89,91,94,98,97,warning
96,97,98,97,97,98,97,97,98,97,98,95,98,95,97,97,97,98,96,97,97,98,97,99,96,96,95,98,96,96,okay
98,96,97,96,97,98,99,97,94,95,97,96,97,97,96,99,97,97,98,97,98,97,96,95,96,97,97,96,95,99,okay
97,98,98,99,97,97,97,97,97,97,99,99,99,100,96,94,97,97,94,93,94,91,93,92,87,90,90,84,92,98,bad
98,96,96,98,95,96,95,97,95,96,95,96,96,94,96,96,97,94,94,92,93,92,90,93,87,88,86,84,91,97,bad
97,96,96,96,95,96,97,96,97,97,96,95,96,96,96,96,96,96,97,97,95,95,95,97,95,96,96,97,94,95,okay
97,99,99,98,100,97,97,96,97,95,94,95,94,93,91,92,90,93,98,100,100,99,97,98,99,100,98,100,99,98,warning
96,95,97,98,95,93,93,95,91,94,95,95,92,96,93,95,92,95,93,97,97,98,97,97,96,99,97,98,96,96,warning
96,96,98,96,95,96,95,96,95,96,97,96,97,96,96,97,95,97,97,97,95,97,96,97,98,97,96,97,95,96,okay
96,96,96,95,96,97,97,95,97,97,97,94,96,95,95,97,93,96,94,94,92,91,92,96,97,98,97,96,96,97,warning
95,97,95,93,92,96,93,91,92,91,85,90,88,87,87,86,92,97,96,97,95,95,95,96,95,95,96,95,96,96,bad
97,98,97,100,97,98,98,98,97,99,96,97,98,98,99,97,98,99,99,97,98,100,97,97,97,98,97,98,99,97,okay
98,98,98,97,98,96,95,94,96,95,97,95,95,95,96,93,95,95,93,95,99,99,98,97,99,99,97,98,96,98,warning
96,98,98,97,94,97,96,95,96,95,94,92,98,94,96,94,96,97,95,95,95,89,97,95,93,94,96,98,96,96,warning
96,95,92,94,91,91,88,89,91,89,86,87,85,86,84,83,85,90,97,97,94,97,97,97,96,97,96,96,95,96,bad
96,97,96,95,97,96,98,98,95,96,97,98,98,98,97,96,96,98,98,98,98,95,97,97,98,95,97,98,98,98,okay
94,92,94,95,94,96,94,95,96,96,96,95,95,96,95,95,96,94,94,96,94,95,94,95,94,95,97,94,95,97,okay
97,98,98,97,97,97,98,96,97,98,96,98,97,96,96,95,94,96,96,96,96,95,97,95,97,97,97,96,97,97,okay
99,97,97,97,97,96,94,96,96,95,96,97,93,97,95,97,93,94,95,96,93,94,96,95,95,97,96,97,97,94,warning
97,98,96,97,98,96,98,97,96,96,96,97,96,97,93,96,95,99,97,98,96,97,96,97,96,96,95,97,97,97,okay
96,99,99,100,98,98,98,99,97,98,98,98,98,96,97,95,95,94,94,91,94,94,89,88,92,91,98,98,98,98,bad
96,97,97,92,95,91,93,89,91,87,86,85,87,84,90,96,95,95,97,96,96,95,97,97,98,95,96,96,97,97,bad
100,100,98,99,99,97,97,97,97,96,98,97,96,97,99,99,98,98,97,99,98,99,100,99,97,99,98,99,100,98,okay
99,96,96,97,96,98,99,97,97,98,96,95,99,97,92,96,95,98,96,95,95,96,96,98,91,95,97,95,94,95,warning
97,98,97,97,97,97,96,96,94,95,92,90,89,88,89,88,88,85,83,91,97,96,96,97,96,100,96,96,95,99,bad
98,97,95,98,96,97,95,96,97,98,98,98,95,95,95,93,94,94,92,91,88,92,88,91,97,97,97,96,97,97,bad
97,96,96,96,99,97,95,97,95,98,96,98,96,96,98,97,96,98,99,95,94,94,92,89,89,85,86,90,98,96,bad
97,96,97,98,98,97,96,98,97,96,96,96,93,96,90,93,90,91,91,90,89,87,87,89,89,87,91,98,97,97,bad
97,97,96,96,95,97,97,98,92,92,95,94,94,93,90,90,90,91,91,91,92,96,95,95,98,96,98,95,98,95,bad
98,98,97,97,97,99,98,97,96,97,98,95,95,97,93,96,93,95,94,95,91,93,91,93,94,96,97,99,98,98,warning
98,97,99,96,96,97,96,96,96,98,98,96,97,97,98,96,96,97,96,96,97,98,97,98,98,96,98,93,98,98,okay
96,94,98,96,96,95,96,95,96,92,93,94,91,92,90,92,89,89,87,87,84,85,89,96,96,96,96,96,96,94,bad
97,97,98,99,99,98,98,98,98,98,97,98,99,99,100,99,97,98,99,97,98,96,98,98,97,99,97,99,99,98,okay
96,96,96,97,98,98,96,97,96,97,99,97,96,98,97,96,99,95,95,95,95,95,94,94,96,94,94,95,96,98,warning
97,97,95,97,95,95,96,95,95,96,96,95,96,95,96,96,97,96,96,96,93,96,96,95,97,96,95,94,96,95,okay
99,100,99,100,99,96,99,100,98,100,100,99,100,97,96,96,93,94,95,93,92,93,96,100,99,100,100,100,99,100,warning
97,97,97,96,98,96,94,97,97,96,96,98,96,98,97,98,96,98,97,98,97,95,97,97,99,98,97,97,98,98,okay
98,95,96,97,95,94,97,95,96,95,94,93,94,92,95,94,91,90,91,93,90,88,87,88,87,86,88,91,95,95,bad
95,95,95,95,94,95,96,94,94,94,95,95,93,96,95,95,94,94,94,94,96,96,95,94,94,94,95,97,93,95,okay
97,95,96,97,97,95,95,96,95,96,95,97,96,97,96,96,96,96,97,96,95,96,94,96,96,95,97,96,96,95,okay
96,94,91,90,93,89,90,87,88,85,86,89,97,95,97,96,95,95,97,97,96,95,97,97,97,96,96,95,96,96,bad
97,95,97,97,96,96,98,97,97,97,98,97,95,96,94,96,94,93,93,94,96,94,93,94,92,93,95,98,97,97,warning
96,95,95,96,96,95,95,95,96,96,96,95,95,94,96,91,94,95,94,96,95,97,97,98,96,96,95,97,94,96,warning
99,99,97,98,97,98,93,97,98,93,94,92,93,93,91,94,90,91,88,95,99,100,97,99,99,100,99,96,98,97,warning
96,98,97,96,99,97,96,95,97,96,94,95,97,94,96,94,91,93,97,94,92,95,93,95,92,94,96,97,96,96,warning
98,98,97,98,99,98,98,98,98,97,96,98,99,99,97,98,98,100,97,99,100,98,98,98,98,98,97,97,99,99,okay
98,98,98,97,98,98,98,97,95,96,98,97,97,98,96,97,97,99,98,97,95,98,97,95,96,98,98,97,98,96,okay
96,96,94,96,97,98,98,96,94,92,94,95,93,91,91,90,93,89,88,88,89,84,91,97,95,96,96,96,96,95,bad
99,98,98,97,97,96,97,98,91,99,97,97,98,98,98,97,96,96,96,97,100,97,98,97,97,98,97,97,97,96,okay
97,99,99,96,97,96,98,96,97,98,96,96,98,97,99,98,95,98,96,97,95,97,98,97,95,98,93,97,96,96,okay
97,96,96,94,91,87,87,87,85,84,80,88,97,97,96,99,97,98,96,97,97,97,98,98,96,98,98,96,97,97,bad
96,95,96,98,96,97,96,95,96,94,97,95,97,95,96,96,95,94,98,96,96,94,95,95,95,96,96,96,95,98,okay
96,97,98,96,97,96,96,96,96,91,92,89,89,91,90,90,89,88,87,85,85,86,83,84,88,95,97,96,96,97,bad
97,97,100,97,99,100,100,100,96,93,97,96,94,96,94,93,91,92,92,91,89,90,94,100,99,100,98,100,100,99,bad
99,98,98,98,97,99,99,99,96,96,95,95,93,97,94,92,93,92,89,91,91,89,93,98,98,97,99,97,97,99,bad
95,98,97,97,97,97,96,97,97,96,98,96,96,98,97,99,100,95,99,96,96,96,92,93,93,97,95,96,94,97,warning
97,98,99,98,96,97,97,96,95,98,94,95,92,97,96,95,95,90,88,91,91,89,90,89,88,93,97,98,98,98,warning
96,96,96,95,97,96,96,96,96,90,95,89,90,89,87,88,83,89,95,96,95,96,94,96,96,96,96,95,95,97,bad
96,98,96,97,99,96,98,96,98,97,99,97,98,96,96,94,95,95,93,90,91,91,89,87,89,85,91,97,98,97,bad
97,98,96,97,97,98,96,98,96,96,98,97,95,96,96,97,97,99,96,96,97,96,96,98,99,97,97,97,96,96,okay
97,97,99,96,97,96,96,97,95,97,99,97,96,98,97,98,97,99,97,96,96,97,99,97,95,98,98,98,97,95,okay
97,97,98,97,99,97,97,98,98,98,97,99,98,97,98,99,98,97,97,94,93,92,93,91,89,86,87,89,92,99,bad
96,97,96,97,94,96,97,96,96,97,98,97,98,97,97,97,95,96,97,97,94,91,95,96,96,95,97,97,100,97,warning
